"zip","County","Year","New","Renewed","Insured-Initiated Nonrenewed","Insurer-Initiated Nonrenewed","percent_insurer_nonrenewed","pct_major_fire_risk","pct_severe_fire_risk"
91423,"Los Angeles",2018,627,5019,523,118,"1.88",6.5,0
91423,"Los Angeles",2019,712,5012,542,137,"2.14",6.5,0
91423,"Los Angeles",2020,690,5019,562,113,"1.77",6.5,0
91423,"Los Angeles",2021,749,4915,563,204,"3.17",6.5,0
95551,"Humboldt",2015,60,372,48,10,"2.04",0,0
95551,"Humboldt",2016,61,365,45,11,"2.28",0,0
95551,"Humboldt",2017,59,386,42,13,"2.6",0,0
95551,"Humboldt",2018,44,390,37,5,"1.05",0,0
95551,"Humboldt",2019,61,392,42,9,"1.79",0,0
95551,"Humboldt",2020,66,399,50,10,"1.9",0,0
95551,"Humboldt",2021,32,409,34,6,"1.25",0,0
95559,"Humboldt",2015,1,34,2,4,"9.76",56.2,2.5
95559,"Humboldt",2016,2,30,1,0,"0",56.2,2.5
95559,"Humboldt",2017,0,29,2,0,"0",56.2,2.5
95559,"Humboldt",2018,4,30,1,3,"7.89",56.2,2.5
95559,"Humboldt",2019,3,39,10,6,"10.34",56.2,2.5
95559,"Humboldt",2020,3,26,4,4,"10.81",56.2,2.5
95559,"Humboldt",2021,0,25,0,0,"0",56.2,2.5
95519,"Humboldt",2015,502,5243,349,95,"1.53",0,0
95519,"Humboldt",2016,539,5310,397,74,"1.17",0,0
95519,"Humboldt",2017,527,5383,387,112,"1.75",0,0
95519,"Humboldt",2018,592,5444,424,108,"1.64",0,0
95519,"Humboldt",2019,647,5460,517,88,"1.31",0,0
95519,"Humboldt",2020,626,5522,493,96,"1.42",0,0
95519,"Humboldt",2021,617,5566,483,91,"1.35",0,0
92563,"Riverside",2015,2958,14681,2259,395,"1.95",98,95
92563,"Riverside",2016,3236,14977,2363,429,"2.04",98,95
92563,"Riverside",2017,3178,15569,2372,441,"2.05",98,95
92563,"Riverside",2018,3101,16042,2444,410,"1.86",98,95
92563,"Riverside",2019,3699,15935,2437,865,"3.77",98,95
92563,"Riverside",2020,3727,16477,2766,639,"2.71",98,95
92563,"Riverside",2021,3629,16808,2826,669,"2.8",98,95
92532,"Riverside",2015,1273,5122,866,174,"2.34",99.5,96.1
92532,"Riverside",2016,1318,5352,969,188,"2.4",99.5,96.1
92532,"Riverside",2017,1456,5537,1005,165,"2.02",99.5,96.1
92532,"Riverside",2018,1267,5896,1050,200,"2.38",99.5,96.1
92532,"Riverside",2019,1527,5744,1015,486,"5.54",99.5,96.1
92532,"Riverside",2020,1449,5852,1031,394,"4.52",99.5,96.1
92532,"Riverside",2021,1389,5711,1019,517,"5.99",99.5,96.1
91361,"Ventura",2015,619,5197,528,91,"1.41",91.3,83.5
91361,"Ventura",2016,613,5160,487,115,"1.8",91.3,83.5
91361,"Ventura",2017,688,5177,542,87,"1.34",91.3,83.5
91361,"Ventura",2018,764,5174,548,130,"1.96",91.3,83.5
91361,"Ventura",2019,741,5197,538,171,"2.57",91.3,83.5
91361,"Ventura",2020,635,5329,534,123,"1.86",91.3,83.5
91361,"Ventura",2021,923,5010,707,267,"3.87",91.3,83.5
92243,"Imperial",2015,932,7923,639,266,"2.73",0,0
92243,"Imperial",2016,1033,7916,706,269,"2.71",0,0
92243,"Imperial",2017,1069,7824,747,286,"2.88",0,0
92243,"Imperial",2018,1033,7907,760,290,"2.9",0,0
92243,"Imperial",2019,1120,7977,755,272,"2.69",0,0
92243,"Imperial",2020,1088,8076,745,288,"2.82",0,0
92243,"Imperial",2021,1176,8056,847,362,"3.47",0,0
95560,"Humboldt",2015,34,447,19,12,"2.34",65,9.4
95560,"Humboldt",2016,37,443,40,13,"2.44",65,9.4
95560,"Humboldt",2017,39,419,37,10,"1.98",65,9.4
95560,"Humboldt",2018,40,444,26,24,"4.49",65,9.4
95560,"Humboldt",2019,65,384,44,48,"8.87",65,9.4
95560,"Humboldt",2020,64,396,31,25,"4.84",65,9.4
95560,"Humboldt",2021,35,400,38,31,"6.15",65,9.4
92249,"Imperial",2015,128,1193,76,36,"2.51",0,0
92249,"Imperial",2016,142,1197,100,43,"2.9",0,0
92249,"Imperial",2017,150,1186,119,28,"1.89",0,0
92249,"Imperial",2018,117,1176,108,29,"2.03",0,0
92249,"Imperial",2019,154,1194,134,32,"2.11",0,0
92249,"Imperial",2020,139,1182,107,45,"3.05",0,0
92249,"Imperial",2021,128,1186,106,44,"3.01",0,0
90058,"Los Angeles",2015,23,100,12,10,"6.9",0,0
90058,"Los Angeles",2016,14,94,6,13,"10.24",0,0
90058,"Los Angeles",2017,17,96,9,7,"5.43",0,0
90058,"Los Angeles",2018,20,95,4,9,"7.03",0,0
90058,"Los Angeles",2019,17,100,7,4,"3.12",0,0
90058,"Los Angeles",2020,14,104,5,3,"2.38",0,0
90058,"Los Angeles",2021,17,101,7,9,"6.72",0,0
90059,"Los Angeles",2015,689,4508,428,180,"3.1",0,0
90059,"Los Angeles",2016,695,4643,436,155,"2.61",0,0
90059,"Los Angeles",2017,669,4718,372,182,"3.06",0,0
90059,"Los Angeles",2018,723,4774,440,203,"3.31",0,0
90059,"Los Angeles",2019,814,4900,481,194,"3.04",0,0
90059,"Los Angeles",2020,709,4998,448,190,"2.99",0,0
90059,"Los Angeles",2021,755,5032,492,244,"3.74",0,0
95540,"Humboldt",2015,390,3856,259,81,"1.77",0,0
95540,"Humboldt",2016,424,3868,335,71,"1.51",0,0
95540,"Humboldt",2017,427,3899,310,71,"1.51",0,0
95540,"Humboldt",2018,427,3922,316,77,"1.62",0,0
95540,"Humboldt",2019,471,3920,348,84,"1.74",0,0
95540,"Humboldt",2020,491,3946,373,78,"1.6",0,0
95540,"Humboldt",2021,491,3987,423,74,"1.49",0,0
92582,"Riverside",2015,796,3592,590,147,"2.87",96.8,94.9
92582,"Riverside",2016,860,3660,630,132,"2.5",96.8,94.9
92582,"Riverside",2017,957,3775,585,122,"2.24",96.8,94.9
92582,"Riverside",2018,924,4072,589,106,"1.86",96.8,94.9
92582,"Riverside",2019,1090,4209,654,192,"3.12",96.8,94.9
92582,"Riverside",2020,990,4418,686,149,"2.39",96.8,94.9
92582,"Riverside",2021,1087,4535,736,229,"3.48",96.8,94.9
91344,"Los Angeles",2015,1630,12508,1239,285,"1.82",37.2,35.7
91344,"Los Angeles",2016,1765,12607,1433,262,"1.63",37.2,35.7
91344,"Los Angeles",2017,1767,12669,1360,249,"1.55",37.2,35.7
91344,"Los Angeles",2018,1747,12657,1356,267,"1.67",37.2,35.7
91344,"Los Angeles",2019,1741,12687,1333,305,"1.9",37.2,35.7
91344,"Los Angeles",2020,1653,12816,1305,256,"1.6",37.2,35.7
91344,"Los Angeles",2021,1809,12760,1422,343,"2.1",37.2,35.7
92583,"Riverside",2015,1193,6315,852,267,"3.09",96.2,92.2
92583,"Riverside",2016,1250,6338,987,240,"2.72",96.2,92.2
92583,"Riverside",2017,1210,6398,929,225,"2.57",96.2,92.2
92583,"Riverside",2018,1126,6452,936,215,"2.46",96.2,92.2
92583,"Riverside",2019,1421,6221,874,407,"4.56",96.2,92.2
92583,"Riverside",2020,1226,6458,918,227,"2.57",96.2,92.2
92583,"Riverside",2021,1340,6487,983,333,"3.64",96.2,92.2
91504,"Los Angeles",2015,490,4648,371,73,"1.31",100,91.3
91504,"Los Angeles",2016,474,4662,395,60,"1.07",100,91.3
91504,"Los Angeles",2017,541,4660,428,79,"1.38",100,91.3
91504,"Los Angeles",2018,524,4634,407,116,"2.04",100,91.3
91504,"Los Angeles",2019,567,4636,410,93,"1.63",100,91.3
91504,"Los Angeles",2020,484,4707,353,78,"1.39",100,91.3
91504,"Los Angeles",2021,608,4664,473,125,"2.13",100,91.3
91367,"Los Angeles",2015,1129,7672,870,210,"2.13",31.6,30.4
91367,"Los Angeles",2016,1145,7719,974,161,"1.61",31.6,30.4
91367,"Los Angeles",2017,1080,7837,867,178,"1.79",31.6,30.4
91367,"Los Angeles",2018,1088,7807,905,166,"1.67",31.6,30.4
91367,"Los Angeles",2019,1165,7807,921,185,"1.84",31.6,30.4
91367,"Los Angeles",2020,1203,7805,984,208,"2.04",31.6,30.4
91367,"Los Angeles",2021,1302,7753,1090,216,"2.08",31.6,30.4
91402,"Los Angeles",2015,698,5008,520,138,"2.17",0,0
91402,"Los Angeles",2016,674,5085,491,124,"1.95",0,0
91402,"Los Angeles",2017,678,5123,513,124,"1.93",0,0
91402,"Los Angeles",2018,682,5158,479,144,"2.23",0,0
91402,"Los Angeles",2019,704,5234,523,141,"2.14",0,0
91402,"Los Angeles",2020,608,5284,459,91,"1.41",0,0
91402,"Los Angeles",2021,777,5168,554,208,"3.1",0,0
92251,"Imperial",2015,651,4431,435,122,"2.16",0,0
92251,"Imperial",2016,663,4570,436,134,"2.31",0,0
92251,"Imperial",2017,696,4630,500,122,"2.05",0,0
92251,"Imperial",2018,667,4700,529,124,"2.06",0,0
92251,"Imperial",2019,782,4836,507,99,"1.59",0,0
92251,"Imperial",2020,815,5002,503,154,"2.38",0,0
92251,"Imperial",2021,923,5133,531,215,"3.16",0,0
90077,"Los Angeles",2015,291,2583,214,93,"2.92",85,0
90077,"Los Angeles",2016,317,2524,222,120,"3.77",85,0
90077,"Los Angeles",2017,265,2566,207,54,"1.75",85,0
90077,"Los Angeles",2018,205,2563,164,68,"2.27",85,0
90077,"Los Angeles",2019,414,2381,181,202,"6.36",85,0
90077,"Los Angeles",2020,380,2513,208,90,"2.82",85,0
90077,"Los Angeles",2021,580,2198,311,384,"11.06",85,0
92242,"San Bernardino",2015,130,1131,91,38,"2.73",11.4,0
92242,"San Bernardino",2016,157,1122,80,35,"2.51",11.4,0
92242,"San Bernardino",2017,123,1102,72,24,"1.82",11.4,0
92242,"San Bernardino",2018,117,1121,69,33,"2.46",11.4,0
92242,"San Bernardino",2019,203,1033,103,40,"2.9",11.4,0
92242,"San Bernardino",2020,216,1077,145,19,"1.3",11.4,0
92242,"San Bernardino",2021,191,1098,137,47,"3.19",11.4,0
92239,"Riverside",2015,26,136,22,3,"1.6",0,0
92239,"Riverside",2016,19,138,11,1,"0.59",0,0
92239,"Riverside",2017,41,132,18,4,"2.05",0,0
92239,"Riverside",2018,23,140,15,3,"1.66",0,0
92239,"Riverside",2019,23,138,19,8,"4.26",0,0
92239,"Riverside",2020,27,119,18,4,"2.38",0,0
92239,"Riverside",2021,13,126,15,3,"1.91",0,0
91351,"Los Angeles",2015,881,6888,653,192,"2.23",100,99.7
91351,"Los Angeles",2016,1036,6861,720,195,"2.21",100,99.7
91351,"Los Angeles",2017,912,6885,732,152,"1.75",100,99.7
91351,"Los Angeles",2018,827,6952,687,161,"1.87",100,99.7
91351,"Los Angeles",2019,1005,6818,658,231,"2.65",100,99.7
91351,"Los Angeles",2020,885,6911,718,104,"1.21",100,99.7
91351,"Los Angeles",2021,1120,6685,721,380,"4.27",100,99.7
92145,"San Diego",2015,1,2,1,0,"0",3.6,0
92145,"San Diego",2016,0,2,0,0,"0",3.6,0
92145,"San Diego",2017,0,0,0,0,"0",3.6,0
92145,"San Diego",2018,0,0,0,0,"0",3.6,0
92145,"San Diego",2019,0,0,2,2,"50",3.6,0
92145,"San Diego",2020,0,3,0,1,"25",3.6,0
92145,"San Diego",2021,0,3,0,0,"0",3.6,0
92173,"San Diego",2015,266,2321,202,69,"2.41",77.6,13.7
92173,"San Diego",2016,243,2327,176,70,"2.49",77.6,13.7
92173,"San Diego",2017,236,2339,176,49,"1.75",77.6,13.7
92173,"San Diego",2018,235,2302,218,65,"2.3",77.6,13.7
92173,"San Diego",2019,266,2303,185,96,"3.37",77.6,13.7
92173,"San Diego",2020,243,2304,188,59,"2.11",77.6,13.7
92173,"San Diego",2021,257,2269,238,74,"2.61",77.6,13.7
92201,"Riverside",2015,1981,12494,1453,339,"2.08",65.7,58
92201,"Riverside",2016,2080,12590,1634,382,"2.29",65.7,58
92201,"Riverside",2017,2214,12539,1622,385,"2.3",65.7,58
92201,"Riverside",2018,2200,12808,1584,354,"2.09",65.7,58
92201,"Riverside",2019,2248,12900,1645,444,"2.58",65.7,58
92201,"Riverside",2020,2411,13001,1800,319,"1.82",65.7,58
92201,"Riverside",2021,2595,13147,1949,448,"2.47",65.7,58
92587,"Riverside",2015,912,5004,668,198,"2.92",99.3,97.8
92587,"Riverside",2016,896,5086,651,186,"2.73",99.3,97.8
92587,"Riverside",2017,999,5101,737,173,"2.47",99.3,97.8
92587,"Riverside",2018,934,5215,709,177,"2.52",99.3,97.8
92587,"Riverside",2019,1345,4990,837,434,"5.71",99.3,97.8
92587,"Riverside",2020,1270,5122,892,313,"4.12",99.3,97.8
92587,"Riverside",2021,1249,5112,849,398,"5.23",99.3,97.8
92602,"Orange",2015,922,3128,434,68,"1.49",69.2,0.2
92602,"Orange",2016,884,3543,519,95,"1.88",69.2,0.2
92602,"Orange",2017,840,3826,514,53,"1.01",69.2,0.2
92602,"Orange",2018,1009,4073,570,77,"1.34",69.2,0.2
92602,"Orange",2019,1011,4452,640,100,"1.61",69.2,0.2
92602,"Orange",2020,1016,4687,621,104,"1.62",69.2,0.2
92602,"Orange",2021,1179,4878,747,173,"2.48",69.2,0.2
95536,"Humboldt",2015,66,696,56,12,"1.45",0.1,0
95536,"Humboldt",2016,39,708,37,12,"1.51",0.1,0
95536,"Humboldt",2017,74,684,54,7,"0.85",0.1,0
95536,"Humboldt",2018,59,708,40,13,"1.59",0.1,0
95536,"Humboldt",2019,77,685,62,17,"2.02",0.1,0
95536,"Humboldt",2020,77,709,45,8,"0.95",0.1,0
95536,"Humboldt",2021,75,707,51,11,"1.3",0.1,0
95547,"Humboldt",2015,26,375,25,7,"1.62",0.5,0
95547,"Humboldt",2016,33,376,16,7,"1.62",0.5,0
95547,"Humboldt",2017,36,375,24,6,"1.36",0.5,0
95547,"Humboldt",2018,38,386,32,6,"1.3",0.5,0
95547,"Humboldt",2019,41,376,35,7,"1.53",0.5,0
95547,"Humboldt",2020,39,373,22,12,"2.69",0.5,0
95547,"Humboldt",2021,49,381,39,8,"1.68",0.5,0
92509,"Riverside",2015,2077,13419,1337,524,"3.02",89.1,82.1
92509,"Riverside",2016,2167,13556,1486,511,"2.88",89.1,82.1
92509,"Riverside",2017,2225,13657,1427,554,"3.1",89.1,82.1
92509,"Riverside",2018,2137,13907,1424,496,"2.76",89.1,82.1
92509,"Riverside",2019,2374,13946,1466,859,"4.61",89.1,82.1
92509,"Riverside",2020,2205,14220,1598,449,"2.43",89.1,82.1
92509,"Riverside",2021,2480,14135,1686,701,"3.69",89.1,82.1
91505,"Los Angeles",2015,756,7338,647,90,"1.02",13.3,1.9
91505,"Los Angeles",2016,721,7340,615,92,"1.05",13.3,1.9
91505,"Los Angeles",2017,687,7362,528,92,"1.06",13.3,1.9
91505,"Los Angeles",2018,670,7418,575,80,"0.92",13.3,1.9
91505,"Los Angeles",2019,692,7480,596,85,"0.96",13.3,1.9
91505,"Los Angeles",2020,710,7452,599,77,"0.87",13.3,1.9
91505,"Los Angeles",2021,759,7428,632,104,"1.17",13.3,1.9
92252,"San Bernardino",2015,519,3178,374,108,"2.58",30.8,4.8
92252,"San Bernardino",2016,546,3213,418,114,"2.66",30.8,4.8
92252,"San Bernardino",2017,610,3215,436,130,"2.96",30.8,4.8
92252,"San Bernardino",2018,546,3256,393,116,"2.69",30.8,4.8
92252,"San Bernardino",2019,646,3255,431,151,"3.37",30.8,4.8
92252,"San Bernardino",2020,707,3339,508,110,"2.36",30.8,4.8
92252,"San Bernardino",2021,827,3373,659,148,"2.96",30.8,4.8
92614,"Orange",2015,335,3020,304,41,"1.11",0,0
92614,"Orange",2016,332,3014,278,44,"1.2",0,0
92614,"Orange",2017,323,3043,279,36,"0.98",0,0
92614,"Orange",2018,300,3075,258,46,"1.25",0,0
92614,"Orange",2019,361,3036,317,37,"0.99",0,0
92614,"Orange",2020,355,3062,299,35,"0.93",0,0
92614,"Orange",2021,352,3056,336,40,"1.06",0,0
92617,"Orange",2015,106,739,44,12,"1.33",0.1,0
92617,"Orange",2016,63,798,56,7,"0.76",0.1,0
92617,"Orange",2017,97,794,52,8,"0.84",0.1,0
92617,"Orange",2018,124,832,51,13,"1.27",0.1,0
92617,"Orange",2019,116,893,68,13,"1.19",0.1,0
92617,"Orange",2020,121,931,86,11,"0.96",0.1,0
92617,"Orange",2021,101,948,98,11,"0.95",0.1,0
92618,"Orange",2015,1005,4066,643,95,"1.64",40.1,0
92618,"Orange",2016,1366,4320,706,90,"1.39",40.1,0
92618,"Orange",2017,1624,4919,823,106,"1.42",40.1,0
92618,"Orange",2018,2106,5612,981,137,"1.55",40.1,0
92618,"Orange",2019,2323,6509,1141,174,"1.71",40.1,0
92618,"Orange",2020,2426,7275,1395,191,"1.69",40.1,0
92618,"Orange",2021,2581,7943,1637,264,"2.12",40.1,0
93065,"Ventura",2015,2057,17032,1681,335,"1.59",93.8,92.4
93065,"Ventura",2016,2127,17190,1741,268,"1.26",93.8,92.4
93065,"Ventura",2017,2246,17156,1796,284,"1.32",93.8,92.4
93065,"Ventura",2018,2207,17197,1716,323,"1.51",93.8,92.4
93065,"Ventura",2019,2418,17137,1818,505,"2.31",93.8,92.4
93065,"Ventura",2020,2170,17369,1688,363,"1.68",93.8,92.4
93065,"Ventura",2021,2779,16791,1894,920,"4.11",93.8,92.4
93108,"Santa Barbara",2015,433,3661,334,107,"2.36",73.2,0.3
93108,"Santa Barbara",2016,420,3610,311,167,"3.7",73.2,0.3
93108,"Santa Barbara",2017,358,3658,283,72,"1.65",73.2,0.3
93108,"Santa Barbara",2018,333,3666,253,88,"2.03",73.2,0.3
93108,"Santa Barbara",2019,475,3367,315,268,"6.06",73.2,0.3
93108,"Santa Barbara",2020,541,3283,377,227,"5.13",73.2,0.3
93108,"Santa Barbara",2021,611,2986,417,303,"7.02",73.2,0.3
95303,"Merced",2015,13,71,4,3,"3.3",52.2,0
95303,"Merced",2016,7,77,5,2,"2.2",52.2,0
95303,"Merced",2017,10,73,9,1,"1.08",52.2,0
95303,"Merced",2018,7,76,4,1,"1.14",52.2,0
95303,"Merced",2019,8,77,6,3,"3.19",52.2,0
95303,"Merced",2020,8,76,10,0,"0",52.2,0
95303,"Merced",2021,11,73,12,4,"4",52.2,0
95317,"Merced",2015,2,36,1,0,"0",8.7,0.3
95317,"Merced",2016,4,36,3,2,"4.44",8.7,0.3
95317,"Merced",2017,3,36,1,1,"2.44",8.7,0.3
95317,"Merced",2018,3,32,7,1,"2.33",8.7,0.3
95317,"Merced",2019,6,33,5,0,"0",8.7,0.3
95317,"Merced",2020,1,31,5,0,"0",8.7,0.3
95317,"Merced",2021,3,27,2,2,"5.88",8.7,0.3
95336,"San Joaquin",2015,1661,11418,1216,284,"1.95",0,0
95336,"San Joaquin",2016,1684,11656,1252,264,"1.78",0,0
95336,"San Joaquin",2017,1731,11734,1424,291,"1.92",0,0
95336,"San Joaquin",2018,1632,11810,1317,220,"1.47",0,0
95336,"San Joaquin",2019,1543,11966,1337,184,"1.22",0,0
95336,"San Joaquin",2020,1562,11982,1342,191,"1.27",0,0
95336,"San Joaquin",2021,1866,11972,1396,258,"1.67",0,0
92285,"San Bernardino",2015,125,798,75,39,"3.76",6.6,3.8
92285,"San Bernardino",2016,139,798,95,46,"4.27",6.6,3.8
92285,"San Bernardino",2017,154,785,100,53,"4.85",6.6,3.8
92285,"San Bernardino",2018,131,792,86,38,"3.63",6.6,3.8
92285,"San Bernardino",2019,223,786,140,61,"5.04",6.6,3.8
92285,"San Bernardino",2020,183,849,124,37,"3.1",6.6,3.8
92285,"San Bernardino",2021,219,837,138,67,"5.31",6.6,3.8
92883,"Riverside",2015,1532,8160,1180,255,"2.29",98.4,94.6
92883,"Riverside",2016,1630,8279,1226,252,"2.21",98.4,94.6
92883,"Riverside",2017,1626,8355,1306,228,"1.98",98.4,94.6
92883,"Riverside",2018,1696,8480,1283,263,"2.24",98.4,94.6
92883,"Riverside",2019,2340,8233,1301,690,"5.49",98.4,94.6
92883,"Riverside",2020,2071,8783,1393,371,"2.94",98.4,94.6
92883,"Riverside",2021,2402,8838,1434,675,"5.06",98.4,94.6
92282,"Riverside",2015,51,307,29,22,"5.38",85.6,65.6
92282,"Riverside",2016,64,305,38,24,"5.57",85.6,65.6
92282,"Riverside",2017,73,314,33,21,"4.76",85.6,65.6
92282,"Riverside",2018,70,347,40,20,"4.19",85.6,65.6
92282,"Riverside",2019,97,332,58,36,"6.88",85.6,65.6
92282,"Riverside",2020,75,357,55,21,"4.13",85.6,65.6
92282,"Riverside",2021,81,361,66,26,"4.87",85.6,65.6
92257,"Imperial",2015,71,478,24,21,"3.54",0.1,0
92257,"Imperial",2016,59,477,39,17,"2.87",0.1,0
92257,"Imperial",2017,44,460,32,10,"1.83",0.1,0
92257,"Imperial",2018,55,464,33,17,"2.99",0.1,0
92257,"Imperial",2019,70,453,50,14,"2.39",0.1,0
92257,"Imperial",2020,62,470,46,4,"0.69",0.1,0
92257,"Imperial",2021,82,458,62,8,"1.31",0.1,0
91208,"Los Angeles",2015,436,3919,330,107,"2.23",100,98.7
91208,"Los Angeles",2016,437,3936,315,75,"1.57",100,98.7
91208,"Los Angeles",2017,417,3950,327,60,"1.26",100,98.7
91208,"Los Angeles",2018,445,3955,328,89,"1.85",100,98.7
91208,"Los Angeles",2019,618,3806,342,226,"4.53",100,98.7
91208,"Los Angeles",2020,626,3825,374,204,"4.06",100,98.7
91208,"Los Angeles",2021,482,3918,400,99,"2.02",100,98.7
92880,"Riverside",2015,2872,15208,2263,360,"1.74",96.8,93
92880,"Riverside",2016,2856,15654,2256,313,"1.48",96.8,93
92880,"Riverside",2017,2764,15913,2362,351,"1.64",96.8,93
92880,"Riverside",2018,2622,16031,2536,333,"1.55",96.8,93
92880,"Riverside",2019,2976,15679,2458,427,"1.98",96.8,93
92880,"Riverside",2020,2790,15735,2346,268,"1.27",96.8,93
92880,"Riverside",2021,2298,15313,2296,444,"2.18",96.8,93
92651,"Orange",2015,992,8243,713,234,"2.3",8.9,0
92651,"Orange",2016,1025,8228,715,244,"2.39",8.9,0
92651,"Orange",2017,895,8354,651,188,"1.86",8.9,0
92651,"Orange",2018,891,8362,671,206,"2.03",8.9,0
92651,"Orange",2019,1083,8195,667,343,"3.33",8.9,0
92651,"Orange",2020,1137,8264,830,293,"2.78",8.9,0
92651,"Orange",2021,1286,8049,966,449,"4.18",8.9,0
93204,"Kings",2015,148,1238,94,44,"2.89",84.6,52.5
93204,"Kings",2016,139,1252,87,42,"2.76",84.6,52.5
93204,"Kings",2017,145,1261,98,58,"3.71",84.6,52.5
93204,"Kings",2018,183,1251,112,39,"2.46",84.6,52.5
93204,"Kings",2019,162,1253,125,41,"2.59",84.6,52.5
93204,"Kings",2020,166,1260,104,43,"2.73",84.6,52.5
93204,"Kings",2021,182,1264,119,48,"2.98",84.6,52.5
92869,"Orange",2015,822,7765,672,149,"1.58",30.7,5.6
92869,"Orange",2016,892,7762,768,141,"1.47",30.7,5.6
92869,"Orange",2017,893,7792,680,155,"1.63",30.7,5.6
92869,"Orange",2018,854,7830,676,151,"1.59",30.7,5.6
92869,"Orange",2019,910,7869,723,180,"1.86",30.7,5.6
92869,"Orange",2020,939,7810,769,159,"1.64",30.7,5.6
92869,"Orange",2021,961,7777,796,191,"1.96",30.7,5.6
93040,"Ventura",2015,32,323,25,8,"2.06",99.3,90.5
93040,"Ventura",2016,32,318,28,5,"1.31",99.3,90.5
93040,"Ventura",2017,36,317,22,9,"2.34",99.3,90.5
93040,"Ventura",2018,33,315,22,8,"2.12",99.3,90.5
93040,"Ventura",2019,42,317,22,15,"3.79",99.3,90.5
93040,"Ventura",2020,77,314,23,19,"4.39",99.3,90.5
93040,"Ventura",2021,56,340,20,21,"4.81",99.3,90.5
92867,"Orange",2015,1014,9362,792,141,"1.25",14.9,7
92867,"Orange",2016,1020,9398,834,147,"1.29",14.9,7
92867,"Orange",2017,1072,9382,859,126,"1.1",14.9,7
92867,"Orange",2018,995,9399,834,149,"1.31",14.9,7
92867,"Orange",2019,1058,9416,837,179,"1.56",14.9,7
92867,"Orange",2020,1142,9378,934,142,"1.22",14.9,7
92867,"Orange",2021,1115,9403,916,254,"2.17",14.9,7
93260,"Tulare",2015,11,251,12,11,"3.86",45.1,2.9
93260,"Tulare",2016,17,241,14,12,"4.23",45.1,2.9
93260,"Tulare",2017,27,236,17,10,"3.45",45.1,2.9
93260,"Tulare",2018,18,227,17,8,"2.96",45.1,2.9
93260,"Tulare",2019,44,216,29,27,"8.54",45.1,2.9
93260,"Tulare",2020,44,219,40,11,"3.5",45.1,2.9
93260,"Tulare",2021,33,216,25,19,"6.48",45.1,2.9
92881,"Riverside",2015,1075,6985,870,192,"2.1",90.7,87.5
92881,"Riverside",2016,1103,7043,888,193,"2.09",90.7,87.5
92881,"Riverside",2017,1147,7070,906,175,"1.88",90.7,87.5
92881,"Riverside",2018,1204,7139,896,180,"1.91",90.7,87.5
92881,"Riverside",2019,1372,7048,922,372,"3.83",90.7,87.5
92881,"Riverside",2020,1225,7212,975,223,"2.31",90.7,87.5
92881,"Riverside",2021,1236,7172,1024,275,"2.83",90.7,87.5
91105,"Los Angeles",2015,338,2853,259,91,"2.57",70.1,59.3
91105,"Los Angeles",2016,326,2839,246,85,"2.43",70.1,59.3
91105,"Los Angeles",2017,276,2880,217,35,"1.03",70.1,59.3
91105,"Los Angeles",2018,317,2878,232,53,"1.52",70.1,59.3
91105,"Los Angeles",2019,325,2867,282,80,"2.25",70.1,59.3
91105,"Los Angeles",2020,285,2906,233,53,"1.52",70.1,59.3
91105,"Los Angeles",2021,331,2876,300,63,"1.76",70.1,59.3
92275,"Imperial",2015,43,380,58,23,"4.56",0,0
92275,"Imperial",2016,39,361,54,6,"1.3",0,0
92275,"Imperial",2017,27,323,45,9,"2.23",0,0
92275,"Imperial",2018,24,282,41,8,"2.25",0,0
92275,"Imperial",2019,19,243,54,11,"3.36",0,0
92275,"Imperial",2020,25,193,32,8,"3.1",0,0
92275,"Imperial",2021,14,183,32,3,"1.29",0,0
93270,"Tulare",2015,87,776,50,41,"4.3",30.7,0
93270,"Tulare",2016,117,780,64,60,"5.88",30.7,0
93270,"Tulare",2017,101,777,62,40,"4.08",30.7,0
93270,"Tulare",2018,108,785,78,26,"2.61",30.7,0
93270,"Tulare",2019,114,810,71,33,"3.21",30.7,0
93270,"Tulare",2020,103,815,67,31,"3.05",30.7,0
93270,"Tulare",2021,124,816,85,42,"3.94",30.7,0
90302,"Los Angeles",2015,313,2893,224,97,"2.75",0,0
90302,"Los Angeles",2016,316,2933,191,82,"2.33",0,0
90302,"Los Angeles",2017,331,2981,206,58,"1.62",0,0
90302,"Los Angeles",2018,286,3066,230,58,"1.59",0,0
90302,"Los Angeles",2019,338,3056,246,88,"2.36",0,0
90302,"Los Angeles",2020,308,3044,208,59,"1.63",0,0
90302,"Los Angeles",2021,327,3064,268,76,"2.03",0,0
93063,"Ventura",2015,1521,13200,1203,276,"1.7",100,98.6
93063,"Ventura",2016,1510,13362,1264,188,"1.15",100,98.6
93063,"Ventura",2017,1690,13239,1365,191,"1.16",100,98.6
93063,"Ventura",2018,1568,13325,1276,259,"1.58",100,98.6
93063,"Ventura",2019,1835,13237,1377,307,"1.83",100,98.6
93063,"Ventura",2020,1558,13456,1247,262,"1.59",100,98.6
93063,"Ventura",2021,1852,13119,1369,560,"3.31",100,98.6
92284,"San Bernardino",2015,1313,8238,1031,282,"2.6",71.4,58.8
92284,"San Bernardino",2016,1415,8239,1092,254,"2.31",71.4,58.8
92284,"San Bernardino",2017,1457,8240,1067,255,"2.31",71.4,58.8
92284,"San Bernardino",2018,1413,8414,1080,282,"2.52",71.4,58.8
